Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Address of Record,DC Real Property ID,Owner of Record,PM Parent Property ID,PM Property ID,Parent Property Name,Ward,X-Coordinate (ESRI),Y-Coordinate (ESRI)
ABC Washington,Office,1725 DESALES ST,Washington,District of Columbia,DC,20036,,,121709,144010,1978,2013,9,165.2,518.7,165.4,519.3,,,3012.3,25.17950142,1725 DE SALES ST NW,1620822,DESALES VENTURE LLC,,3498155,,2,396552.8999,137457.6643
UFCW Building,Office,"1775 K Street, NW",Washington,District of Columbia,DC,20006,,,214784,214784,1970,2013,94,45.3,129.5,45.2,129.4,,,1196.5,10.91142729,1775 K ST NW,1630051,DOUGLAS H DORITY,,3067027,,2,396418.8761,137224.45
1015 18th St.,Office,"1015 18th Street, NW",Washington,District of Columbia,DC,20036,,,139664,101103,1970,2013,49,74.1,232.5,74.1,232.5,,,948.2,20.93310782,1015 18TH ST NW,1630052,1015 OB ASSOCIATES LLC,,3510462,,2,396414.304,137257.3441
Blake Building,Office,1025 Connecticut Ave. NW,Washington,District of Columbia,DC,20036,,,466690,356508,1962,2013,88,64.8,166.6,65,166.8,,,2463.3,16.58420007,1025 CONNECTICUT AV NW,1640035,BLAKE DEVELOPMENT COMPANY,,1257639,,2,396586.9913,137275.058
1050 17th,Office,1050 17th Street NW,Washington,District of Columbia,DC,20012,,,155901,143739,1975,2013,63,76.8,241.1,76.7,240.7,,,1397.9,31.36935696,1050 17TH ST NW,1640036,L-17 PARTNERSHIP,,2362274,,2,396631.1876,137276.7013
1701 Pennsylvania Ave.,Office,1701 Pennsylvania Ave.,Washington,District of Columbia,DC,20006,,,263216,212947,1962,2013,79,72.6,199.1,73,199.5,,,1741.7,25.69606522,1701 PENNSYLVANIA AV NW,1660032,ATLANTIC FREEHOLDS,,1191010,,2,396537.1222,136836.605
1747 Pennsylvania Avenue,Office,"1747 Pennsylvania Avenue, NW",Washington,District of Columbia,DC,20006,,,219854,165220,1970,2013,60,73.1,229.6,73.1,229.6,,,1617,18.15639753,1747 - 1755 PENNSYLVANIA AV NW,1660033,1747 PENNSYLVANIA AVENUE ASSOCIATES LP,,23246,,2,396447.386,136868.9494
1775 Pennsylvania Avenue,Office,"1775 Pennsylvania Avenue, NW",Washington,District of Columbia,DC,20006,,,309452,150416,1976,2013,53,73.1,229.5,73.1,229.5,,,1392.4,10.70763749,1775 PENNSYLVANIA AV NW,1660038,RS WASHINGTON CORPORATION,,1657117,,2,396413.9245,136892.6111
1717 Pennsylvania Avenue,Office,"1717 Pennsylvania Avenue, NW",Washington,District of Columbia,DC,20006,,,255671,200430,1996,2013,42,97.9,307.3,97.9,307.3,,,2625.6,18.87891034,1717 PENNSYLVANIA AV NW,1660041,1717 PENNSYLVANIA AVENUE LLC,,23232,,2,396497.1994,136852.7429
1750 H Street NW,Office,1750 H Street,Washington,District of Columbia,DC,20006,,,166522,128274,2002,2013,60,77.4,240.4,77.5,240.4,,,1245.4,,1750 H ST,1660042,FP CPT 1750 H STREET LLC,,3268854,,2,396455.1107,136902.223
750 17th St.,Office,"750 17th St., NW",Washington,District of Columbia,DC,20006,,,187368,136452,1989,2013,75,70.4,220.9,70.3,220.8,,,1285.1,18.33025533,0750 17TH ST,1660862,MANUFACTURERS LIFE INSURANCE COMPANY,,1267785,,2,396541.0257,136876.3265
1710 H Street NW,Multifamily Housing,1710 H Street NW,Washington,District of Columbia,DC,20006,,,218435,165094,1900,2013,,52.5,160,52.5,159.9,,,1069.2,37.70155184,1710 H ST,1660863,WASHINGTON H STREET ASSOCIATES LLC,,3512670,,2,396500.0307,136897.556
1700 Pennsylvania Avenue NW (Mills),Office,1700 Pennsylvania Avenue NW,Washington,District of Columbia,DC,20006,,,244556,176716,1966,2013,71,82.1,197.2,82.7,197.8,,,1460.4,20.87869802,1700 PENNSYLVANIA AV NW,1680050,THE MILLS BUILDING ASSOCIATES LLC,,1327939,,2,396533.8864,136752.4064
1730 Pennsylvania Ave NW,Office,1730 Pennsylvania Ave NW,Washington,District of Columbia,DC,20006,,,177924,319376,1969,2013,78,63.8,200.3,63.8,200.3,,,2727.2,19.1470242,1730 PENNSYLVANIA AV NW,1680051,1730 PENN AVE LP,,3220077,,2,396492.1325,136761.7456
1750 Pennsylvania Ave,Office,1750 Pennsylvania Ave,Washington,District of Columbia,DC,20036,,,440029,349745,1964,2013,85,67.7,157,68.3,157.6,,,2314.3,13.87668158,1750 PENNSYLVANIA AV NW,1680823,CESC 1750 PENNSYLVANIA LLC,,1406610,,2,396454.0883,136770.2403
1776 G Street,Office,"1776 G Street, N.W.",Washington,District of Columbia,DC,20006,,,361940,319424,1979,2013,70,74.5,233.9,74.5,233.9,,,3012.8,16.63869966,1776 - 1742 G ST NW,1690070,WASHINGTON REAL ESTATE INVESTMENT TRUST,,1556355,,2,396426.3434,136679.3629
CFR,Office,1777 F St. NW,Washington,District of Columbia,DC,20006,,,83209,67330,2008,2013,71,57.9,181.8,58.3,183.1,,,493.6,9.509876727,1777 F ST NW,1690071,COUNCIL ON FOREIGN RELATIONS INC,,1865876,,2,396416.2011,136640.132
1735 New York Avenue,Office,"1735 New York Avenue, NW",Washington,District of Columbia,DC,20006,,,183768,149255,1973,2013,64,111,229.6,111.7,230.4,,,1473.1,15.882885,1735 NEW YORK AV NW,1700039,THE AMERICAN INSTITUTE OF ARCHITECTS,,3996781,,2,396426.267,136530.03
United Unions,Office,"1750 New York Avenue, NW",Washington,District of Columbia,DC,20006,,,216228,184573,1972,2013,73,80.6,223.4,80.8,223.7,,,3849.4,13.22349423,1750 NEW YORK AV NW,1710033,UNITED UNIONS INC,,1947403,,2,396432.3214,136429.082
DAR Building,Other - Entertainment/Public Assembly,"1776 D Street, NW",Washington,District of Columbia,DC,20006,,,221828,203652,1903,2013,,70.7,175.7,70.4,175.4,,,1563.2,19.16701039,1776 D ST NW,1730809,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,,3506489,,2,396475.6262,136233.086
Cairo Condominium,Multifamily Housing,1615 Q St NW # G1,Washington,District of Columbia,DC,20009,,,96822,112000,1895,2013,,88,237.3,89.4,238.8,,,1094.5,53.22767857,1615 Q ST NW,1792173,THE CAIRO CONDO,,3986541,,2,,
1625 Massachusetts Avenue NW,Office,1625 Massachusetts Avenue NW,Washington,District of Columbia,DC,20036,,,266189,129780,1968,2013,55,87.1,273.6,87.1,273.6,,,1431.8,17.98813376,1625 MASSACHUSETTS AV NW,1810161,1625 MASSACHUSETTS AVENUE LLC,,2256771,,2,396708.0598,137811.208
Resources for the Future Inc./Resources and Conservation Center LLC,Office,"1400 16th Street, NW",Washington,District of Columbia,DC,20036,,,278656,273886,1959,2013,82,64.5,202.5,64.5,202.4,,,5292.8,20.11384299,1400 16TH ST,1810873,C M LAND LLC,,1349227,,2,396776.8719,137905.789
The University of California Washington Center,Residence Hall/Dormitory,1608 Rhode Island Ave. NW,Washington,District of Columbia,DC,20036,,,184559,158819,2001,2013,35,80.5,183.2,80.8,183.5,,,1229.9,37.84433852,1608 RHODE ISLAND AV NW,1820083,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,,3632510,,2,396759.1825,137629.79
Sumner Square,Office,1615 M Street NW,Washington,District of Columbia,DC,20036,,,232555,228520,1984,2013,85,65.9,206.7,65.9,206.7,,,1905.6,22.62121477,1615 M ST,1820828,17M ASSOCIATES & DISTRICT OF COLUMBIA,,1774495,,2,396726.5821,137568.7214
Courtyard Marriott,Hotel,1600 Rhode Island Ave at Scott C,Washington,District of Columbia,DC,20036,,,119781,104000,1998,2013,19,118.9,260.7,119.4,261.3,,,1153.7,,1600 RHODE ISLAND AV NW,1820830,MILLBANK PARTNERS MASS AVE LIMITED PARTNERSHIP,,2436752,,2,396793.0545,137645.4583
IUOE,Office,1125 17th St. NW,Washington,District of Columbia,DC,20036,,,89635,98500,1958,2013,93,37.6,118,37.6,118,,,469,,1125 17TH ST NW,1830107,INTERNATIONAL UNION OPERATING ENGINEERS,,3928873,,2,396694.836,137407.812
1101 17th Street,Office,1101 17th Street N.W.,Washington,District of Columbia,DC,20036,,,330550,223218,1964,2013,72,92.5,215.8,93.1,216.4,,,2027.9,36.59785501,1101 17TH ST,1830857,1101 17TH STREET ASSOCIATES LTD,,5829,,2,396695.8144,137362.7518
1615 L Street,Office,1615 L St NW,Washington,District of Columbia,DC,20036,,,659196,418337,1984,2013,74,59.9,188.2,60,188.5,,,3175.6,,1615 L ST NW,1830879,1615 L ST LLC,,3229646,,2,396749.8007,137358.3078
1629 K St NW,Office,1629 K St NW,Washington,District of Columbia,DC,20002,,,127650,105891,1963,2013,66,85.6,201.2,86.2,201.8,,,896.1,16.80312774,1629 K ST NW,1840069,DAVIS BUILDING LLC,,1423627,,2,396712.8366,137225.9793
"1667 K Street, NW",Office,"1667 K Street, NW",Washington,District of Columbia,DC,20036,,,257466,218345,1984,2013,72,62.8,187.7,62.8,187.7,,,1663.4,13.23913989,1667 K ST NW Unit: 900,1840071,JAMNES CAMPBELL COMPANY LLC,,1205203,,2,396692.6055,137239.0795
1601 K Street,Office,1601 K Street NW,Washington,District of Columbia,DC,20006,,,276579,231423,2005,2013,84,53.5,168.1,53.5,168.1,,,1569,11.89812594,1601 K ST,1840074,PPF OFF 1601 K ST LLC,,1411897,,2,396784.2348,137231.624
1625 K,Office,"1625 K Street, NW",Washington,District of Columbia,DC,20006,,,121311,109300,1943,2013,75,60.2,189,60.2,189,,,833.3,9.916742909,1625 K ST NW,1840804,SRI SEVEN K ST LLC,,1396892,,2,396759.8889,137230.2524
Kita Washington Center,Office,1660 L Street NW,Washington,District of Columbia,DC,20036,,,207740,137856,1968,2013,87,70.6,180.5,71,181,,,1032.7,22.97687442,1660 L ST NW,1840849,KITA WASHINGTON CENTER LLC,,1409873,,2,396696.6945,137290.7187
1666 K St NW,Office,1666 K St NW,Washington,District of Columbia,DC,20006,,,453352,293912,1971,2013,40,87.1,273.4,87.1,273.4,,,3240.5,33.18204088,1666 - 1632 K ST NW,1850042,1620 K LLC,,1423975,,2,396706.0763,137137.1777
1625 Eye Street,Office,1625 Eye Street NW,Washington,District of Columbia,DC,20006,,,624620,423533,2003,2013,83,56.3,176.8,56.3,176.8,,,3020,24.9359554,1625 I ST,1850828,BFP 1625 EYE CO LLC,,1330640,,2,396745.0024,137094.7845
Army Navy Club,Office,"1627 I Street, NW",Washington,District of Columbia,DC,20006,,,80599,114595,1912,2013,,68,213.4,67.9,213.3,,,986.1,,1627 I ST NW,1850829,1627 EYE STREET PROPERTY LLC,,1229423,,2,396693.0461,137089.1457
1600 I Street Corporation,Office,"888 16th Street, NW",Washington,District of Columbia,DC,20006,,,197042,138872,1969,2013,79,88.7,207.4,88.4,207.1,,,1212.1,19.68863414,1600 I ST NW,1860039,1600 I STREET CORPORATION,,2937321,,2,396784.6338,137013.5091
"1620 Eye, LLC",Office,"1620 I St, NW",Washington,District of Columbia,DC,20006,,,125367,117509,1971,2013,54,81.1,254.7,81.1,254.7,,,1207.1,,1620 I ST NW,1860040,1620 EYE LLC,,1495502,,2,396743.328,137022.3766
US Chamber of Commerce,Office,1615 H street,Washington,District of Columbia,DC,20062,,,200892,185000,1922,2013,76,64.2,201.7,64.2,201.7,,,1590.6,15.75135135,1615 H ST NW,1860041,CHAMBER OF COMMERCE OF THE USA,,3281658,,2,396739.7507,136970.957
Chanin Building - 815 Connecticut,Office,815 Connecticut Avenue,Washington,District of Columbia,DC,20006,,,269617,190421,1963,2013,82,56.7,157.3,56.9,157.5,,,1228.2,51.95120286,0815 CONNECTICUT AV NW,1860810,"ALECTA PENSIONS FORSAKRING, OMSESIDIGT",,1390727,,2,396707.8746,137012.8204
Meridian Towers,Multifamily Housing,"2112 New Hampshire Ave., NW",Washington,District of Columbia,DC,20009,,,92134,105000,1963,2013,,82.7,149.6,83.4,150.3,,,693,52.71809524,2112 NEW HAMPSHIRE AVENUE NW,1880006,COMMERICIAL CONDOMINIUM #0006,,3480699,,1,,
Holiday Inn Washington DC Central / White House,Hotel,"1501 Rhode Island Avenue, NW",Washington,District of Columbia,DC,20005,,,143175,123815,1968,2013,89,62.8,133.2,62.8,133.2,,,705.7,50.4082704,1501 RHODE ISLAND AV NW,1950145,RHODE ISLAND ASSOCIATES LLC,,3635119,,2,396960.0671,137808.8242
Doubletree Washington,Hotel,1515 Rhode Island Ave NW,Washington,District of Columbia,DC,20005,,,183223,148000,1985,2013,33,128.1,269.7,128.4,270,,,1710.5,105.2452703,1515 RHODE ISLAND AV NW,1950149,RLJ WASH TERR HOTEL LLC,,1868103,,2,396920.2326,137791.8785
Hotel Rouge,Hotel,"1315 16th Street, NW",Washington,District of Columbia,DC,20036,,,161042,114073,1963,2013,61,100.9,177.4,101.4,178,,,897.8,,1315 16TH ST NW,1950846,LHO WASHINGTON HOTEL THREE L L C,,3524415,,2,396874.0771,137823.2114
1500 Mass Ave,Multifamily Housing,1500 Massachusetts Ave,Washington,District of Columbia,DC,20005,,,452898,454540,1951,2013,,72.8,127.3,73.7,128.2,,,2568.9,54.53623443,1500 MASSACHUSETTS AV NW,1960832,EQR-1500 MASS LLC,,3488051,,2,396919.9611,137623.2111
1501 M ST,Office,1501 M ST,Washington,District of Columbia,DC,20005,,,269837,195421,1991,2013,68,64.1,201.3,64.1,201.3,,,1586.7,21.17582041,1501 M ST,1960834,I&G DC REIT INC,,2411223,,2,396965.8332,137563.58
"1156 Fifteenth, LLC",Office,"1156 15th St, NW",Washington,District of Columbia,DC,20005,,,260598,177404,1967,2013,81,75.2,177.2,76.1,178.3,,,1424.9,,1156 15TH ST NW,1970079,1156 FIFTEENTH LLC,,1497374,,2,396960.6894,137503.1458
American Chemical Society - Headquarters,Office,"1155 16th Street, N.W.",Washington,District of Columbia,DC,20036,,,144462,115470,1954,2013,88,107.6,288.8,107.9,289.1,,,1374,15.95132935,1155 16TH ST NW,1970853,AMERICAN CHEMICAL SOCIETY,,1034322,,2,396873.7648,137494.6113
American Chemical Society - 1550 Building,Office,1550 M St. NW,Washington,District of Columbia,DC,20036,,,96839,85277,1987,2013,90,46.7,146.5,46.8,147,,,503.9,14.61120818,1550 M ST NW,1970854,AMERICAN CHEMICAL SOCIETY,,1034332,,2,396900.6894,137498.8786
Columbia Center,Office,"1152 15th Street, NW",Washington,District of Columbia,DC,20005,,,425568,434382,2007,2013,84,51.6,161.9,51.6,161.9,,,2836.2,17.71367138,1152 15TH ST,1970855,MR COLUMBIA CENTER INVESTORS LLC,,1675389,,2,396946.0422,137451.0816
Capital Hilton,Hotel,1001 16th Street,Washington,District of Columbia,DC,20036,,,1050362,559168,1942,2013,13,167,307.3,167,307.2,,,7552.5,84.93529673,1001 16TH ST,1980039,CHH CAPITAL HOTEL PARTNERS LP,,3998964,,2,396885.5232,137257.7567
The Executive Building,Office,"1030 15th Street, NW",Washington,District of Columbia,DC,20005,,,340022,351009,1968,2013,88,42.6,126.3,42.7,126.4,,,1802,8.374714039,1030 15TH ST,1980845,1030 W. 15TH  LLC,,1873494,,2,396963.857,137283.805
1501 K St NW,Office,1501 K St NW,Washington,District of Columbia,DC,20002,,,502963,411655,2001,2013,67,73.5,230.9,73.5,230.9,,,3833,24.68499107,1501 K ST,1980846,I B ASSOCIATES LIMITED PARTNERSHIP,,1423392,,2,396951.5125,137234.4516
1575 Eye Street (DDOE),Office,1575 Eye Street,Washington,District of Columbia,DC,20005,,,288798,209252,1979,2013,83,64.5,202.4,64.5,202.4,,,1708.2,18.9183377,1575 I ST NW,1990831,1575 EYE STREET ASSOCIATES,,3507253,,2,396923.902,137089.8228
1500 K Street - The Southern Railway Building,Office,1500 K Street NW,Washington,District of Columbia,DC,20005,,,294234,293248,1928,2013,62,88,276.3,88,276.3,,,3267.7,30.63482104,1500 K ST NW,1990832,1500 K STREET LLC,,1401399,,2,396956.5156,137131.745
"0776-Washington - U Street, NW",Non-Refrigerated Warehouse,1420 U Street Nw,Washington,District of Columbia,DC,20009,,,189805,101989,2009,2013,39,12.3,38.6,12.3,38.6,,,158.7,2.735589132,1420 U ST NW,2050058,STORAGE PORTFOLIO LLC,,3663625,,2,397144.7922,138748.6171
Latrobe (18001),Multifamily Housing,1325  15TH ST NW,Washington,District of Columbia,DC,20005,,,175339,112000,1980,2013,,55.1,151.3,55.4,151.6,,,696,38.29017857,1325 15TH ST NW,2100127,RHODE ISLAND 15 LP,,3417499,,2,397035.383,137873.0287
1441 Rhode Island Ave Condominium,Multifamily Housing,1441 Rhode Island Ave,Washington,District of Columbia,DC,20005,,,120461,92663,2004,2013,,54.3,154.7,54,153.6,,,585.6,52.16969017,1441 RHODE ISLAND AVE NW,2102595,1441 RHODE ISLAND AV CONDO,,3508225,,2,,
Miramar Apartments,Multifamily Housing,1301 15th Street NW,Washington,District of Columbia,DC,20005,,,118512,118512,1936,2013,,86.2,131,87.1,132,,,711.2,,1301 15TH ST NW,2110852,MORRIS & GWENDOLYN CAFRITZ FOUNDATION,,3541143,,2,397035.046,137756.5895
Hotel Helix,Hotel,"1430 Rhode Island Ave, NW",Washington,District of Columbia,DC,20005,,,125763,136576,1963,2013,57,97,188.7,97.5,189.2,,,1120.5,,1430 RHODE ISLAND AV NW,2110858,LHO WASHINGTON HOTEL FOUR LLC,,3524414,,2,397142.3125,137799.752
Post Massachusetts Avenue,Multifamily Housing,1499 Massachusetts Ave NW,Washington,District of Columbia,DC,20005,,,281178,237796,2002,2013,,47.5,108.3,47.6,108.1,,,1088.3,38.83286514,1499 MASSACHUSETTS AV,2120850,POST 1499 MASSACHUSETTS LLC,,3883929,,2,397041.2339,137670.5843
Washington DC HWS,Hotel,1475 Massachusetts Ave NW,Washington,District of Columbia,DC,20005,,,154688,131148,2001,2013,31,87.8,226.7,88,226.9,,,1232.2,62.52173117,1475 MASSACHUSETTS AV NW,2120851,RLJ III HS WASHINGTON DC LLC,,3519739,,2,397093.2411,137643.7832
Andover House,Multifamily Housing,1200 14th Street NW,Washington,District of Columbia,DC,20005,,,146901,146229,2000,2013,,66.7,179.3,66.9,179.5,,,1079.7,30.70184437,1400 N STREET NW,2122674,ANDOVER HOUSE CONDOMINIUM,,3515220,,2,,
The National Housing Center Corporation,Office,"1201 15th Street, NW",Washington,District of Columbia,DC,20005,,,125815,240863,2001,2013,91,60,162,60.2,162.3,,,1605.8,7.005642212,1201 15TH ST,2130017,NATIONAL ASSOC OF HOME BUILDERS OF U S,,19680,,2,397078.4993,137560.2249
1441 L Street,Office,"1441 L Street, NW",Washington,District of Columbia,DC,20005,,,217488,192804,1969,2013,,67.1,191.1,67.3,191.3,,,1505.2,22.92120495,1441 L ST NW,2140102,1441 L ASSOCIATES LLC,,1856025,,2,397067.8226,137355.5629
1133 15th Street,Office,"1133 15th Street, NW",Washington,District of Columbia,DC,20005,,,286200,215636,1969,2013,,70.2,220.5,70.2,220.5,,,1917.8,8.841288097,1133 15TH ST NW,2140103,1133 FIFTEENTH STREET LLC,,16885,,2,397050.6775,137444.6028
1125 15th Street,Office,"1125 15th Street, NW",Washington,District of Columbia,DC,20005,,,364500,285264,1969,2013,92,45.1,141.5,45.1,141.5,,,1627.9,11.98083179,1125 15TH ST NW,2140105,1125 15TH STREET LLC,,2774635,,2,397050.6775,137405.9693
"1110 Vermont Avenue, NW",Office,"1110 Vermont Ave, NW",Washington,District of Columbia,DC,20005,,,383395,304930,1979,2013,89,50.6,158.7,50.6,158.7,,,1952.2,26.11451809,1110 VERMONT AV NW,2140108,1110 VERMONT LP,,4005190,,2,397118.8575,137381.7712
1120 Vermont Avenue,Office,"1120 Vermont Avenue, NW",Washington,District of Columbia,DC,20005,,,666961,506610,1979,2013,93,94.4,283.3,94.6,283.5,,,5822.8,14.63354454,1120 VERMONT AV NW,2140109,1120 VERMONT AVE ASSOCIATES LLP,,1043010,,2,397141.776,137452.4281
Thomas Circle CF LLC,Office,One Thomas Circle,Washington,District of Columbia,DC,20005,,,339406,238444,1982,2013,79,66.3,208,66.3,208,,,2000.7,14.04648471,0001 THOMAS CIR NW,2140859,THOMAS CIRCLE C F LLC,,1427938,,2,397158.9499,137498.5824
57151-Wash DC Thomas CIR,Hotel,1199 Vermont Ave,Washington,District of Columbia,DC,20005,,,254940,160614,1999,2013,18,80.3,203.2,80.4,203.1,,,1356.6,30.4655883,1121 VERMONT AV NW,2150012,RIDC LLC,,3351543,,2,397193.2823,137389.6094
1101 Vermont,Office,"1101 Vermont Ave, N.W.",Washington,District of Columbia,DC,20005,,,208294,186367,1982,2013,78,67.7,188.1,68,188.4,,,1437.4,16.84042776,1101 VERMONT AV NW,2150013,1101 VERMONT AVE INVESTORS LLC,,1238339,,2,397184.3469,137350.5673
1010 Vermont Avenue SPE LLC,Office,1000 Vermont Avenue NW,Washington,District of Columbia,DC,20005,,,75579,68988,1927,2013,50,59.4,186.5,59.4,186.5,,,518.9,22.60683017,1010 VERMONT AV NW,2160027,1010 VERMONT AV SPE LLC,,1765420,,2,397062.7946,137251.0623
1015 15th Street,Office,"1015 15th Street, NW",Washington,District of Columbia,DC,20005,,,252721,193006,1979,2013,62,79.6,247.4,79.6,247.4,,,1928.1,22.56354725,1015 15TH ST NW,2160033,1015 15TH STREET INC,,1356874,,2,397030.2544,137225.7751
1000 Vermont Avenue SPE LLC,Office,1000 Vermnot Ave NW,Washington,District of Columbia,DC,20005,,,103407,89609,1950,2013,69,55.2,173.2,55.2,173.2,,,625.9,17.47145934,1000 VERMONT AV NW,2160800,1000 VERMONT AVENUE SPE LLC,,1765382,,2,397056.5674,137224.0142
1025 Vermont (DDOE),Office,"1025 Vermont Avenue, NW",Washington,District of Columbia,DC,20005,,,171345,118770,1963,2013,81,66,180.8,66.3,181,,,882,13.37711543,1025 VERMONT AV NW,2170047,1025 VERMONT AVENUE LLC,,3505560,,2,397144.1018,137273.1147
1425K,Office,1425 K Street NW,Washington,District of Columbia,DC,20005,,,231470,253863,2000,2013,72,65,202.7,65,202.7,,,2077.2,14.86943745,1425 K ST NW,2170050,BGW LP,,1257638,,2,397131.8428,137229.2493
1401 K Street,Office,"1401 K Street,NW",Washington,District of Columbia,DC,20005,,,135642,117020,1929,2013,5,141.6,444.5,141.6,444.5,,,2097.9,53.72585883,1405 K ST NW,2170051,1401 K OWNER LLC,,3448576,,2,397197.7681,137229.2493
Franklin Tower,Office,1401 I St,Washington,District of Columbia,DC,20005,,,315944,219630,1991,2013,80,64.9,203.9,64.9,203.9,,,1806,13.31694213,1401 I ST,2180077,SRI EIGHT FRANKLIN TOWER LLC,,1397164,,2,397188.3032,137090.5214
1400 K Street,Office,"1400 K Street, NW",Washington,District of Columbia,DC,20005,,,292090,206924,1982,2013,89,51,160.1,51,160.1,,,1335.9,12.52537163,1400 K ST NW,2180079,TRIZECHAHN LLC - 1400 K STREET NW,,1071004,,2,397188.1508,137143.3448
McPherson Building,Office,901 15th Street NW,Washington,District of Columbia,DC,20005,,,355204,308250,1987,2013,91,51.8,162.5,51.7,162.5,,,2135.5,10.46520681,0901 15TH ST NW,2180080,MULLEN MANAGEMENT COMPANY INC,,1412761,,2,397129.7571,137084.1205
Sofitel Washington DC,Hotel,806 15th Street NW,Washington,District of Columbia,DC,20005,,,177323,172519,2002,2013,9,164.6,353.1,165,353.4,,,2601.6,60.87445441,0806 15TH ST NW,2190018,H STREET SHUFFLE LC,,3402383,,2,397044.7236,136962.4534
Sofitel Washington DC,Hotel,806 15th Street NW,Washington,District of Columbia,DC,20005,,,177323,177323,2002,2013,7,160.2,343.5,160.5,343.8,,,2709.7,59.23089503,0806 15TH ST NW,2190018,H STREET SHUFFLE LC,,3830280,,2,397044.7236,136962.4534
The Southern Building,Office,"1425 H Street, NW",Washington,District of Columbia,DC,20005,,,226531,191234,1915,2013,61,78.1,223.5,78.3,223.7,,,1744.6,26.9444764,1425 H ST NW,2200044,SOUTHERN BUILDING ASSOCIATES LLP,,3055681,,2,397121.1928,136965.9108
Live Oak Realty,Office,1444 I Street NW,Washington,District of Columbia,DC,20005,,,81608,72467,1983,2013,51,98.4,221,98.4,220.9,,,678.6,21.75196986,1444 I ST NW,2200065,LIVE OAK REALTY INC,,3048393,,2,397157.9453,137025.8468
Live Oak Realty,Office,1444 I St NW,Washington,District of Columbia,DC,20005,,,81608,72467,1983,2013,51,98.4,221,98.4,220.9,,,678.6,,1444 I ST NW,2200065,LIVE OAK REALTY INC,,3644602,,2,397157.9453,137025.8468
City Center,Office,"1401 H Street, NW",Washington,District of Columbia,DC,20005,,,480132,360869,1992,2013,80,59.9,188.1,59.9,188.1,,,2737.7,13.21005684,1401 H ST NW,2200066,TREA 1401 LLC,,1196655,,2,397177.6056,136965.9108
875 15th St NW,Office,875 15th St NW,Washington,District of Columbia,DC,20002,,,164340,258777,2005,2013,47,94.6,296.9,94.6,296.9,,,3098.9,17.69322621,0875 15TH ST,2200067,BOWEN BUILDING LP,,1411430,,2,397121.5267,137017.3093
740 15th Street NW,Office,740 15th Street NW,Washington,District of Columbia,DC,20005,,,207654,199844,1907,2013,74,49.9,156.7,49.9,156.7,,,1263.2,10.70184744,750 15TH ST,2210037,JBC FUNDS 740 LLC,,3197385,,2,397043.0208,136891.1482
DC1-701 730 15th St / 1601 Pennsylvania Avenue,Financial Office,730 15th Street / 1601 Pennsylvania Avenue,Washington,District of Columbia,DC,20005,,,79750,143779,1903,2013,66,73.7,186,74.2,186.5,,,1112.2,35.24228156,0730 15TH ST NW,2210809,AT WASHINGTON DC LLC,,1337470,,2,397043.0101,136842.2784
Woodward Table,Restaurant,1426 H Street NW,Washington,District of Columbia,DC,20005,,,230129,10540,2012,2013,,335,1051.9,335,1051.8,,,447.1,,733 15TH ST,2220022,15TH AND H STREET ASSOCIATES LLP,,3767956,,2,397126.698,136896.0159
50011 - 1425 New York Ave NW,Office,1425 New York Ave NW,Washington,District of Columbia,DC,20005,,,158124,284845,1992,2013,86,59,185.4,59,185.4,,,2129.8,15.11067423,1415 NEW YORK AV NW,2220027,RPT 1425 NEW YORK AVE LLC,,1525528,,2,397172.3091,136875.9016
