Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),Tax Parcel,Years Reported, Total Source Energy (kBTU) ,Source EUI (kBTU/sf)
180 North Beacon Street,Yes,Multifamily Housing,180 North Beacon Street,2135,32955,3.3,100,,Multifamily Housing,1970,10.7,0.3,110092,1,,,,,Not Available,2016,345687.624,10.48968666
1809650030,Yes,Non-Refrigerated Warehouse,Meadow Road,2136,450919,Not Available,Not Available,,Non-Refrigerated Warehouse,1950,Not Available,Not Available,Not Available,,,,3.7,,Not Available,2016,#VALUE!,#VALUE!
183 Forest Hills St,Yes,Multifamily Housing,183 Forest Hills St,2130,66828,22.7,100,,Multifamily Housing,1900,126.6,1.9,1514262,0.7,0.3,,20.3,,1102906000,2015 2016,3805340.406,56.94230571
184 High Street,Yes,Office,184 High Street,210,50335,101.8,57,,Office,1903,524.1,10.4,5121592,0.44,0.56,,30.3,,Not Available,2014 2015 2016,10087487.6,200.407025
185 Devonshire Commercial Condo,Yes,Office,185 Devonshire Street,2110,77211,69.1,84,,Office,1920,441.2,5.7,5337348,0.54,,0.46,14.3,,304665000,2014 2015 2016,11996223.36,155.3693562
186 Lincoln Street,Yes,Office,186 Lincoln Street,2111,68350,50.6,Not Available,,Office,1899,292.6,4.3,3458108,0.57,0.12,,5.3,,30534010,2014 2015 2016,6625043.306,96.92821224
19 Hampden,Yes,Manufacturing/Industrial Plant,19 Hampden St,2119,35470,67.3,Not Available,,Manufacturing/Industrial,1997,155.5,4.4,2388150,0.27,0.73,,4.2,,802130000,2016,3855190.545,108.6887664
1960-1980 Commonwealth Ave.,Yes,Multifamily Housing,"1960,1970,1980 Commonwealth Ave.",2135,141204,95.8,48,,Multifamily Housing,1937,781.7,5.5,13527798,0.11,0.89,,30.2,,02469-000,2015 2016,17314228.66,122.6185424
198 Geneva Avenue,Yes,Office,198 Geneva Avenue,2121,60000,92.8,71,,Office,1968,390.2,6.5,5570991,0.39,0.61,,14.5,,1400038000,2014 2015 2016,10390455.31,173.1742552
2 - 12 Dudley T,Yes,Multifamily Housing,2 Dudley Ter.,2125,14861,70.1,Not Available,,Multifamily Housing,1900,61.6,4.1,1041937,0.14,0.86,,45.5,,703926000,2015 2016,1398904.616,94.1326032
2 Alger Street Realty Trust,Yes,Distribution Center,2 Alger Street,2127,42800,27.1,58,,Distribution Center,1967,112.2,2.6,1159701,1,,,0.6,,Not Available,2016,3641461.14,85.08086776
2 Atlantic,Yes,Office,2 Atlantic Avenue,2110,68035,147.4,28,,Office Parking,1998,769.9,7.8,10026138,0.54,0.46,,21,,303030010,2014 2015 2016,21842944.25,321.0545197
2 Cummington Street (23-25 Blandford Street),Yes,Laboratory,2 Cummington Street (23-25 Blandford Street),2215,61754,154.7,Not Available,,Laboratory,1905,717,11.6,9552723,0.5,0.5,,30.2,,2100295000,2014 2015 2016,20012955.31,324.0754496
2 Morrissey Boulevard,Yes,Financial Office,2 Morrissey Boulevard,2125,425737,124.9,Not Available,,Financial Office,1959,4388.3,10.3,53167151,0.67,0.33,,20.8,,"1303405000, 1303404000, 1303403000",2016,130275470.1,305.9998781
2 Oliver St.,Yes,Office,2 Oliver St.,2110,233763,50.1,86,,Office,1900,1133.3,4.8,11713910,1,,,13.2,,304026000,2014 2015 2016,36781677.4,157.3460188
2 Park Plaza,Yes,Retail Store,2 Park Plaza,2116,117000,8.7,100,,Office Retail Store,1800,98.3,0.8,1016032,1,,,,,Not Available,2016,3190340.48,27.26786735
20 City Hall Ave,Municipal,Office,20 City Hall Ave,2108,9680,93.6,53,,Office,2000,67.7,7,906454,0.27,,0.73,,,Not Available,2016,1562546.095,161.4200511
20 Custom House,Yes,Office,20 Custom House,2110,96032,162,17,,Office,1984,1505.3,15.7,15559410,1,,,25.8,,303998000,2014 2015 2016,48856547.4,508.7527845
20 Somerset Building,Yes,College/University,20 Somerset Street,2108,103599,46.7,Not Available,,College/University,2015,468,4.5,4837829,1,,,5,,Not Available,2016,15190783.06,146.6305955
20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,Yes,Office,20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,2110,118000,77.5,Not Available,,Office,1873,740.1,6.3,9140792,0.48,,0.52,7.8,,0304615000 0304617000  0304616000 ,2014 2015 2016,19480855.91,165.0919992
200 Clarendon St.,Yes,Office,200 Clarendon Street,2116,2254777,95.7,75,,Data Center Office Parking,1976,17824.5,7.9,215787141,0.53,,0.47,12.7,,401134000,2014 2015 2016,480816907.6,213.2436634
200 Newbury Street,Yes,Retail Store,200 Newbury Street,2116,48000,54.2,34,,Office Parking Retail Store,1995,251.6,5.2,2600149,1,,,14.3,,503201000,2016,8164468.174,170.093087
200 portlands st,Yes,Office,200 portland st,2114,98000,13.2,100,,Office Restaurant,1900,125.1,1.3,1293320,1,,,16.4,,Not Available,2014 2016,4061023.544,41.43901576
200 State Street,Yes,Office,200 State Street,2109,352323,51,83,,Office Parking,1986,1738.9,4.9,17974447,1,,,15.5,,303790002,2014 2016,56439763.58,160.1932419
201-207 South Street,Yes,Office,201-207 South Street,2111,62487,110.7,64,,Office,1909,464.8,7.4,6919893,0.32,0.68,,16.2,,05348-000,2014 2015 2016,11893912.09,190.3421846
20-28 Cummington Street (24 Cummington St),Yes,Laboratory,20-28 Cummington Street (24 Cummington St),2215,188575,365.5,Not Available,,Laboratory,1983,5203.5,27.6,68923322,0.51,0.49,,47.4,,2100288000,2014 2015 2016,145834857,773.3520192
205 Portland Street,Yes,Other,205 Portland Street,2114,47500,29.1,Not Available,,Other,1900,116.1,2.4,1381857,0.71,0.29,,13.1,,301651000,2015 2016,3501487.452,73.71552531
21 Custom House,Yes,Office,21 Custom House Street,2210,105197,84.6,61,,Office Parking,1984,861,8.2,8899905,1,,,13.1,,303988000,2014 2015 2016,27945701.7,265.6511279
211 Congress Street,Yes,Office,211 Congress Street,2110,78101,75.9,80,,Office,1922,438.7,5.6,5930621,0.48,0.52,,13.9,,Not Available,2014 2015 2016,12176751.04,155.9103089
213-217 Bay State Road,Yes,Worship Facility,213-217 Bay State Road,2215,130204,29.7,Not Available,,Worship Facility,2003,276.4,2.1,3865962,0.42,0.58,,4.5,,Not Available,2014 2015 2016,7452802.315,57.23942671
216 Tremont,Yes,College/University,216 Tremont Street,2116,45388,104,Not Available,,College/University,1926,373.8,8.2,4721068,0.42,,0.58,11.9,,Not Available,2016,9512007.806,209.5709837
22 Elkins,Yes,Office,22 Elkins Street,2127,26215,138.9,52,,Office,1900,218.8,8.3,3642110,0.16,0.84,,2.7,,603405060,2014 2015 2016,5042137.084,192.3378632
22 Hammond Street,Yes,Multifamily Housing,22 Hammond Street,2120,114190,84.1,100,,Multifamily Housing,1900,509.8,4.5,9598586,,1,,46.9,,901850000,2015 2016,10078515.3,88.2609274
22-24 Buswell Street,Yes,Multifamily Housing,22-24 Buswell Street,2215,35036,66.6,87,,Multifamily Housing,1914,139.3,4,2331809,0.15,0.85,,38.7,,Not Available,2014 2015 2016,3179420.89,90.74725681
225 Centre LLC,Yes,Multifamily Housing,225 Centre St,2119,105949,59.7,96,,Multifamily Housing Parking Retail Store,2013,399.1,3.8,6320943,0.23,0.77,,5.7,,1100896020,2015 2016,9675466.685,91.3219255
225 Franklin Street,Yes,Office,225 Franklin Street,2110,1085514,100.8,79,,Office Parking,1966,8803.6,8.1,109416038,0.46,,0.54,14.7,,304134000,2014 2015 2016,228942117.9,210.9066469
226 Causeway Primary Condo Trust,Yes,Mixed Use Property,226 Causeway St,2114,366637,78.8,54,,Multifamily Housing Office Parking,1907,2494.2,6.8,28904629,0.76,0.24,,22.4,,303061020,2015 2016,76261971.83,208.0040253
230 Congress Street,Yes,Office,230 Congress Street,2210,153259,25693.9,1,,Office,1930,262372,1712,3937825902,0.01,,0.99,15.8,,304190000,2014 2015 2016,4801784905,31331.17732
233 Bay State Road,Yes,Not Available,233 Bay State Road,2215,Not Available,Not Available,Not Available,,,1968,Not Available,Not Available,Not Available,,,,,,Not Available,2015 2016,#VALUE!,#VALUE!
239 Causeway Street,Yes,Office,239 Causeway Street,2114,63750,28.1,Not Available,,Office,1917,136.8,2.1,1794380,0.53,0.47,,0.1,,1517000,2015 2016,3871733.726,60.73307805
24 Federal Street,Yes,Office,24 Federal Street,2110,74406,97.9,50,,Office,1921,563.7,7.6,7285844,0.56,0.44,,8.2,,Not Available,2015 2016,16177488.02,217.4218211
241 St. Botolph,Yes,College/University,241 St. Botolph Street,2115,60000,82.9,Not Available,,College/University,1905,329,5.5,4972971,0.3,0.7,,9.4,,Not Available,2016,8339671.696,138.9945283
25 Buick Street,Yes,Office,25 Buick Street,2215,96215,208.1,14,,Office Parking,1928,1381.5,14.4,20026392,0.36,0.64,,22.6,,2100400000,2014 2015 2016,36095568.58,375.1553145
25 Channel Center Condominium Trust,Yes,Multifamily Housing,25 Channel Center,2210,60000,78,32,,Multifamily Housing,2004,337.7,5.6,4681505,0.44,0.56,,46.2,,602751100,2016,9220692.248,153.6782041
25 New Chardon Street,Yes,Office,25 New Chardon Street,2114,111338,92,74,,Office Parking,1967,737.8,6.6,10242317,0.43,0.57,,1454.6,,302622000,2014 2015 2016,19959203.14,179.2667655
25 Park Drive,Yes,Multifamily Housing,25 Park Drive,2215,26150,5.5,100,,Multifamily Housing,1960,13.9,0.5,143952,1,,,,,Not Available,2016,452010.222,17.28528574
25 School Street Inc,Yes,Other - Lodging/Residential,2053R Columbus Ave,2119,51897,102.1,Not Available,,Other - Lodging/Residential,2007,346.2,6.7,5300433,0.28,0.72,,32.1,,1101588600,2015 2016,8667268.042,167.0090379
250 Cambridge,Yes,Multifamily Housing,250 Cambridge St.,2114,86006,77.1,21,,Multifamily Housing,1978,456.2,5.3,6627167,0.36,0.64,,48.2,,502186000,2015 2016,11944804.9,138.8833907
250 summer st,Yes,Office,250 summer st,2210,100096,62,75,,Office,1903,581.5,5.8,6208666,0.93,0.07,,13.1,,0602701002 0602701001,2014 2015 2016,18586883.4,185.6905711
251 Causeway - Ste# 700490,Yes,Office, 251 Causeway Street,2114,150097,64,73,,Medical Office Office,1909,914,6.1,9600384,0.96,0.03,,12.5,,301510000,2014 2015 2016,29241809.63,194.8194143
253 Summer/27 Melcher,Yes,Office,253 summer st,2210,216012,64.3,87,,Office,1902,1148.5,5.3,13896516,0.68,0.32,,10.2,,0601163005 0601163015 0601163025 0601164005,2014 2015 2016,34341070.34,158.9776047
255 State Street Building,Yes,Office,255 State Street,2109,202022,Not Available,Not Available,,Office,1918,Not Available,Not Available,Not Available,,,,26.8,,Not Available,2015 2016,#VALUE!,#VALUE!
25833-Brighton/Lincoln ST,Yes,Non-Refrigerated Warehouse,156 Lincoln St,2135,113000,9,99,,Non-Refrigerated Warehouse,2008,80.1,0.7,1020521,0.58,0.42,,2.7,,2200972000,2014 2015 2016,2308622.606,20.43028855
26 Irwin Av,Yes,Multifamily Housing,26 Irwin Av,2119,4032,200.3,Not Available,,Multifamily Housing,1889,45.7,11.3,807716,0.08,0.92,,33.9,,1200403000,2015 2016,983151.9152,243.8372806
26 West,Yes,Office,26 West Street,2111,50670,34.5,92,,Office Personal Services,1910,169.2,3.3,1749346,1,,,22.4,,304840000,2014 2015 2016,5492946.44,108.4062846
260 Franklin Street,Yes,Office,260 Franklin Street,2110,372562,64.4,82,,Office Parking,1984,2320,6.2,23980133,1,,,14.1,,304023000,2014 2015 2016,75297617.62,202.107616
260-266 Huntington Avenue,Yes,Performing Arts,260-266 Huntington Avenue,2215,50266,91.7,Not Available,,Performing Arts,1924,326.7,6.5,4607028,0.41,0.59,,14.5,,Not Available,2014 2015 2016,8785142.456,174.7730565
264-270 Bay State Road,Yes,Office,264-270 Bay State Road,2215,65016,348,6,,Office,1913,1264.2,19.4,22622633,0.06,0.94,,40.7,,Not Available,2014 2015 2016,26590643.06,408.9861428
264-270 Comm Ave,Yes,College/University,262-270 Comm Ave,2215,60170,86.5,Not Available,,College/University,1900,105.2,1.7,5206474,0.21,,,30.5,,Not Available,2016,3433148.956,57.05748638
265 Franklin Street,Yes,Office,265 Franklin Street,2110,364493,63,84,,Office Parking,1984,2155.6,5.9,22976964,0.9,,0.10,11.7,,Not Available,2014 2015 2016,67690135.94,185.7103866
26570 - Boston Commons 19,Yes,Movie Theater,175 Tremont Street,2111,113000,94.5,Not Available,,Movie Theater,1990,1032.6,9.1,10672975,1,,,,,304870408,2015 2016,33513141.5,296.5764735
266 Summer Street,Yes,Office,266 Summer Street,2210,55906,33.5,96,,Office Other,1899,163.2,2.9,1873661,0.78,0.22,,10.7,,602701000,2014 2015 2016,5021786.212,89.82553236
268 Summer Street,Yes,Office,268 Summer Street,2210,69916,60.4,63,,Office,1898,408.3,5.8,4220849,1,,,11.2,,602700000,2014 2015 2016,13253465.86,189.5627018
27 School Street,Yes,Office,27 School Street,2110,56742,55.3,84,,Office,1903,281.5,5,3136014,0.77,,0.23,35.1,,302864000,2014 2015 2016,8447794.513,148.8808028
27 State Street,Yes,Office,25-27 State St,2109,28821,30,100,,Office,1974,45.9,1.6,864200,,1,,,,Not Available,2015 2016,907410,31.48433434
27016-Mattapan(Hydepk)/River St,Yes,Non-Refrigerated Warehouse,800 River Street,2126,50700,21.6,90,,Non-Refrigerated Warehouse,2000,74.1,1.5,1094581,0.34,0.66,,0.5,,1804365000,2014 2015 2016,1927119.309,38.01024277
273-277 Babcock Street,Yes,Residence Hall/Dormitory,273-277 Babcock Street,2215,451494,75.6,50,,Residence Hall/Dormitory,1963,2556.7,5.7,34127292,0.5,0.5,,36.3,,2100402000,2014 2015 2016,71496675.69,158.3557604
274 Summer Street,Yes,Office,274 Summer St,2210,74046,67.6,68,,Office Restaurant,1899,477.4,6.4,5003413,0.97,0.03,,11.4,,602699000,2014 2015 2016,15397002.82,207.9383468
278-286 Babcock Street,Yes,Parking,278-286 Babcock Street,2215,67992,13.1,Not Available,,Parking,1991,86.1,1.3,889955,1,,,28.4,,Not Available,2014 2015 2016,2794459.328,41.09982539
28 Damrell,Yes,Office,28 Damrell Street,2127,86372,52.7,90,,Manufacturing/Industrial Office Parking Restaurant,1848,329.6,3.8,4547956,0.44,0.56,,5,,700254000,2015 2016,8957654.138,103.7101623
28 State Street,Yes,Office,28 State Street,2109,572153,76.1,70,,Financial Office Office Parking,1968,4213.2,7.4,43549323,1,,,10.5,,303694000,2015 2016,136744874.2,239.000537
28 Travis,Yes,Office,28 Travis St,2134,43190,64.9,84,,Office,2006,200.3,4.6,2803003,0.42,0.58,,7.8,,2200254000,2016,5403629.183,125.1129702
280 Summer Street,Yes,Office,280,2210,138350,53.8,Not Available,,Office,1900,637.4,4.6,7448170,0.5,,,4.5,,602698000,2014 2015 2016,11693626.9,84.52205927
281 Summer Street,Yes,Office,273-281 Summer Street,2210,168408,54.7,80,,Office,1904,890.5,5.3,9204955,1,,,1.9,,02704000 02703000,2015 2016,28903558.7,171.628181
"285 Babcock, Case Center",Yes,Indoor Arena,"285 Babcock, Case Center",2215,131857,283.3,Not Available,,Indoor Arena,1972,2727.7,20.7,37358394,0.46,0.54,,124.3,,2100402000,2014 2015 2016,75142674.5,569.8800556
285 Columbus Ave LLC,Yes,Multifamily Housing,285 Columbus Primary CNDO,2116,100000,72.5,3,,Multifamily Housing,1911,630.9,6.3,7254431,0.78,0.22,,18.6,,400548010,2016,19443325.43,194.4332543
285 Summer Street,Yes,Office,285 Summer Street,2210,49294,64.3,64,,Office Parking,1903,287.1,5.8,3167506,0.86,0.14,,13.3,,602705000,2014 2015 2016,9019156.584,182.9666204
29 Commonwealth Ave,Yes,Other,29 Commonwealth Ave,2116,36000,51.1,Not Available,,Other,1885,97.7,2.7,1838800,,1,,26.4,,Not Available,2016,1930740,53.63166667
29187-Boston / Southampton Street,Yes,Non-Refrigerated Warehouse,290 Southampton Street,2118,73400,19.1,95,,Non-Refrigerated Warehouse,2004,100.8,1.4,1402670,0.43,0.57,,2.4,,700074020,2014 2015 2016,2733383.029,37.2395508
295 Huntington,Yes,College/University,295 Huntington,2115,70000,41.1,Not Available,,College/University,889,278.3,4,2876995,1,,,26.3,,Not Available,2016,9033764.3,129.0537757
3 PO Square,Yes,Office,79 Milk Street,2110,65120,152.1,29,,Office,1905,694.3,10.7,9903249,0.39,0.61,,12.8,,Not Available,2015 2016,18470549.71,283.6386626
30 Federal Street,Yes,Office,30 Federal Street,2110,50000,55.4,82,,Office,1929,235.1,4.7,2767727,0.73,0.27,,6.7,,304671000,2014 2015 2016,7128834.434,142.5766887
30 Northampton Street,Yes,Other,30 Northampton St,2118,60460,19.5,Not Available,,Other Parking,1966,79.2,1.3,1177307,0.32,0.68,,0.7,,801750000,2014 2015 2016,2023555.272,33.46932305
300 A Street,Yes,Office,300 A Street,2210,125688,66.4,95,,Office,1904,607.6,4.8,8350471,0.45,0.55,,3.1,,601166060,2014 2015 2016,16621612.53,132.2450236
300 Babcock Street,Yes,College/University,300 Babcock Street,2215,88000,71.8,Not Available,,College/University,1986,443.3,5,6320712,0.39,0.61,,3.9,,2100412001,2014 2015 2016,11788759.76,133.9631791
303 Congress Co. LLC,Yes,Office,303 Congress Street,2210,69553,Not Available,Not Available,,Office,2004,Not Available,Not Available,Not Available,,,,10.9,,Not Available,2014 2015 2016,#VALUE!,#VALUE!
30-38 Cummington Street,Yes,Laboratory,30-38 Cummington Street,2215,36563,252.7,Not Available,,Laboratory,1917,680.4,18.6,9239180,0.47,0.53,,78.2,,Not Available,2014 2015 2016,18776784.7,513.546063
31 Milk Street,Yes,Office,31 Milk Street,2109,94901,100.6,59,,Office,1923,701,7.4,9543294,0.47,0.53,,9.4,,304642004,2014 2015 2016,19394836.4,204.3691468
311nh-Boston Tremont Hotel Courtyard,Yes,Hotel,275 Tremont Street,2116,209999,107.9,31,,Hotel,2005,1650.4,7.9,22656094,0.45,0.55,,57.6,,Not Available,2016,45096955.11,214.7484279
313 Congress Street,Yes,Office,313 Congress Street,2210,72912,53.4,81,,Office,1890,376.5,5.2,3891970,1,,,13.4,,602692000,2014 2015 2016,12220785.8,167.6100752
315 on A,Yes,Multifamily Housing,315 A Street,2110,207496,66.5,75,,Multifamily Housing Parking,2013,944.2,4.6,13806178,0.35,0.65,,24.3,22277,602761030,2015 2016,3.08E+11,1482365.072
320 Summer Street,Yes,Office,320 Summer Street,2210,122500,76.6,80,,Office,2013,770.1,6.3,9379215,0.66,0.34,,11,,02689-000,2014 2015 2016,22785864.92,186.0070606
321 Summer Street,Yes,Office,321 Summer Street,2210,91482,27.3,98,,Office Parking,1911,241.8,2.6,2499069,1,,,5.6,,Not Available,2016,7847076.66,85.77727487
32-38 Bromfield Street,Yes,Office,32-38 Bromfield Street,2108,41818,83,85,,Office,1899,246.3,5.9,3472373,0.18,0.08,0.74,6.8,,304761000,2016,5337731.776,127.641967
326 A St Condominium,Yes,Multifamily Housing,326 A St,2210,55000,39.1,Not Available,,Multifamily Housing Office,1900,139.7,2.5,2151453,0.27,0.73,,9,,602706000,2016,3473090.578,63.14710142
33 Arch Street,Yes,Office,33 Arch Street,2110,648403,71,80,,Office Parking,2004,4456.9,6.9,46068753,1,,,10.4,,304643020,2014 2015 2016,144655884.4,223.0956433
33 Broad Street,Yes,Office,33 Broad Street,2109,40736,176.9,4,,Food Service Office Self-Storage Facility,1902,535.8,13.2,7207682,0.49,0.51,,13.7,,303840000,2016,14949453.24,366.9838285
33 Harry Agganis Way,Yes,Residence Hall/Dormitory,33 Harry Agganis,2215,399578,81.5,60,,Residence Hall/Dormitory,2008,2477,6.2,32556517,0.53,0.47,,29.8,,2100401000,2014 2015 2016,70247195.65,175.8034618
330 Beacon Street,Yes,Multifamily Housing,330 Beacon Street,2116,138000,567.9,1,,Multifamily Housing,1950,4171.4,30.2,78375851,0,1,,22.6,,Not Available,2015 2016,82294643.55,596.3379967
330 Congress Street,Yes,Office,330 Congress Street,2210,36394,64.7,59,,Convenience Store Office,1895,215.1,5.9,2353063,0.88,0.12,,20.5,,602668000,2015 2016,6798469.62,186.8019349
333 Longwood,Yes,Mixed Use Property,333 Longwood Avenue,2115,99645,105.8,73,,Financial Office Office Parking Retail Store,1989,864.8,8.7,10543801,0.67,,,11.3,,01855-000,2014 2016,22182048.54,222.6107536
33-59 Congress Street,Yes,Office,33-59 Congress St,2109,241000,47.4,95,,Office,2008,935.4,3.9,11434089,0.66,0.34,,4.4,,303882000,2014 2015 2016,27777975.82,115.2613104
337 Huntington Avenue,Yes,College/University,337 Huntington Avenue,2115,50023,71,Not Available,,College/University,1923,216.6,4.3,3553522,0.09,0.73,,34.3,,Not Available,2015 2016,3727999.93,74.52571677
33751-Boston Marriott Long Wharf,Yes,Hotel,296 State Street,2109,350000,84.9,61,,Hotel,1990,2396.9,6.8,29711802,0.63,0.37,,58.1,,Not Available,2014 2015 2016,70318921.79,200.9112051
33787-Boston Copley Marriott,Yes,Hotel,110 Huntington Ave,2116,863000,83.6,65,,Hotel,1983,5967.9,6.9,72158282,0.57,0.07,0.36,45.4,,400985100,2015 2016,165624904.7,191.9176184
35 Channel Center Condominium Trust,Yes,Multifamily Housing,35 Channel Center,2210,60000,22.4,100,,Multifamily Housing,2004,108.2,1.8,1345546,0.63,0.37,,33.7,,602751300,2016,3184503.718,53.07506197
3-5 Cummington Street (616-620 Comm. Ave.),Yes,Laboratory,3-5 Cummington Street (616-620 Comm. Ave.),2215,149118,199.5,Not Available,,Laboratory,1913,2099.5,14.1,29754855,0.4,0.6,,16.9,,2100350000,2014 2015 2016,56117655.78,376.3305287
35 Kneeland Street,Yes,Medical Office,35 Kneeland Street,2111,115272,118.1,37,,Medical Office,1940,1191.4,10.3,13617913,0.7,,0.30,24.3,,305367000,2014 2015 2016,34834621.45,302.1949949
350 Washington Street,Yes,Retail Store,350 Washington Street,2108,166700,89.8,46,,Fitness Center/Gym Retail Store,1965,1336.3,8,14972331,0.75,,0.25,21.5,,304630010,2014 2015 2016,39751538.81,238.4615405
351 Mass Ave,Yes,Multifamily Housing,351 Mass Ave,2115,46200,92.5,94,,Multifamily Housing,1899,231.4,5,4274870,0.02,0.98,,62.2,,402270000,2015 2016,4667303.066,101.0238759
360 Newbury Condo Trust2,Yes,Multifamily Housing,360 Newbury Street 4th floor,2115,125000,45,69,,Multifamily Housing,1913,455.5,3.6,5625114,0.64,0.36,,13,,503045010,2016,13430522.43,107.4441794
