Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),PARCEL_ID,Years Reported,Total Source Energy (kBTU),Source EUI (kBTU/sf),2030 Target by Type,Distance to 2030 Target %,Distance to 2030 Target val,Specific Property Type,,,
151 W-BrookeLine St,Yes,Unknown,151 W-BrookeLine St,02118,Not Available,Not Available,Not Available,,,1900,15.5,Not Available,159832,1,,,,,Not Available,2016,501872.48,#VALUE!,,0,-18.934733,Not Available,,,
16 Westland Avenue,Yes,Residential,16 Westland Ave,02115,30702,84.8,Not Available,,Multifamily Housing,1910,157,5.1,2604253,0.16,0.84,,58.3,,0401521000,2015 2016,3605327.853,117.4297392,101.6,0.134802,15.829739,Multifamily Housing,,,
160 Mass Ave,Yes,Residential,160 Mass Ave,02215,176000,157.8,17,,Residence Hall/Dormitory,2013,1902.8,10.8,27775831,0.35,0.65,,41.7,,Not Available,2014 2015 2016,49482642.93,281.1513803,25.4,0.909657,255.75138,Residence Hall/Dormitory,,,
162 Boylston St,Yes,Office,162 Boylston Street,02116,52191,40.2,Not Available,,Office Retail Store,1899,166.7,3.2,2100510,0.23,,,4.2,,0500027000,2016,1516988.322,29.06609036,101.6,0,-72.53391,Office,,,
166 St-Botolph St,Yes,Unknown,166 St-Botolph St,02118,Not Available,Not Available,Not Available,,,1900,3.4,Not Available,35379,1,,,,,Not Available,2016,111090.06,#VALUE!,,0,-72.53391,Not Available,,,
1661 Washington St,Yes,Unknown,1661 Washington St,02118,Not Available,Not Available,Not Available,,,1900,148.1,Not Available,1531009,1,,,,,Not Available,2016,4807368.26,#VALUE!,,0,-72.53391,Not Available,,,
170 Parkside Condominium Trust,Yes,Residential,170 Tremont St ,02111,96696,78.3,38,,Multifamily Housing Parking,1985,553.7,5.7,7566995,0.46,0.54,,38.8,,0304842000,2015 2016,15220253.34,157.4031329,101.6,0.354524,55.803133,Multifamily Housing,,,
170 Shawmut Ave,Yes,Other,170 Shawmut Avenue,02118,52224,40.8,Not Available,,Manufacturing/Industrial,1960,126.2,2.4,2132348,0.14,0.86,,2.3,,030616000,2014 2015 2016,2862890.425,54.81943981,101.6,0,-46.78056,Manufacturing/Industrial Plant,,,
172-The Boxer (Bulfinch) Hotel,Yes,Residential,107 Merrimac Street,02114,47420,118.5,56,,Hotel,2005,383.9,8.1,5618625,0.35,0.65,,83.3,,Not Available,2015 2016,10009580.44,211.0835183,25.4,0.879668,185.683518,Hotel,,,
175 Berkeley St. (0001),Yes,Office,175 Berkeley St.,02116,522349,76.5,86,,Office Parking Restaurant,1958,3221.2,6.2,39935713,0.63,0.37,,9.5,,0501153000 0501155000,2014 2015 2016,94515851.96,180.9438746,101.6,0.4385,79.343875,Office,,,
175 Federal Street,Yes,Office,175 Federal Street`,02110,227365,61,81,,Office,1977,1341.2,5.9,13863090,1,,,10,,0304231000,2014 2015 2016,43530102.6,191.4547208,101.6,0.469326,89.854721,Office,,,
175 McClellan HWY,Yes,Warehouse and Storage,144 Addison St,02128,405215,37.5,Not Available,,Manufacturing/Industrial Non-Refrigerated Warehouse Office Other Parking Worship Facility,1910,1085.9,2.7,15211693,0.42,0.58,,5.6,,00548-100,2014 2015 2016,29325101.77,72.36924044,101.6,0,-29.23076,Mixed Use Property,,,
175 North Harvard Street Building,Yes,Office,175 North Harvard Street,02134,39709,101.7,Not Available,,Parking,2006,260.9,6.6,4037968,0.26,0.74,,,,2200534000,2016,6434098.211,162.0312325,25.4,0.84324,136.631232,Parking,,,
176 Federal Street,Yes,Warehouse and Storage,176 Federal Street,02110,76323,103.8,Not Available,,Office Restaurant Retail Store,1900,766.5,10,7923258,1,,,16,,0304379000,2015 2016,24879030.12,325.9702858,101.6,0.688315,224.370286,Office,,,
176 Lincoln St,Yes,Office,176 Lincoln St,02135,450000,0.1,100,,Office,2002,3,0,30712,1,,,,,2200969000,2014 2015 2016,96435.68,0.214301511,25.4,0,-25.185698,Office,,,
177 Huntington Ave.,Yes,Office,177 Huntington Ave.,02115,247733,140.9,45,,Office,1972,2648.1,10.7,34910136,0.32,,0.67,27.9,,0401150010,2014 2015 2016,63145454,254.8931874,101.6,0.601402,153.293187,Office,,,
177 Longwood Ave Dorms-collegeUniversity,Yes,Office,177 Longwood Ave Dorms,02115,95631,60.1,Not Available,,College/University,1995,556.1,5.8,5748229,1,,,25.4,,0401844000,2014 2015 2016,18049439.06,188.7404614,195.2,0,-6.459539,College/University,,,
178-179 Tremont Street,Yes,Education,178-179 Tremont Street,02111,50600,124.4,50,,Office,1916,484.8,9.6,6294572,0.55,0.45,,20.3,,0304884000,2014 2015 2016,13844911.11,273.6148442,101.6,0.628675,172.014844,Office,,,
179 Lincoln Street,Yes,Office,179 Lincoln Street,02111,236461,63.2,90,,Office Parking,1899,1327.9,5.6,14940712,0.82,0.18,,7.4,,05332-000,2014 2015 2016,41293140.65,174.6298149,101.6,0.418198,73.029815,Office,,,
179 Longwood Ave-collegeUniversity,Yes,Office,179 Longwood Ave,02115,347844,114.8,Not Available,,College/University,1995,2277.3,6.5,39938197,0.09,0.91,,21.4,,0401844000,2014 2015 2016,49447481.71,142.154189,195.2,0,-53.045811,College/University,,,
180 beacon condominium trust,Yes,Education,180 beacon street,02116,180000,Not Available,Not Available,,Multifamily Housing Parking,1968,Not Available,Not Available,Not Available,,,,,,Not Available,2014 2015 2016,#VALUE!,#VALUE!,,0,-53.045811,Multifamily Housing,,,
180 Longwood,Yes,Residential,180 Longwood,02115,61540,146.9,Not Available,,Other,1920,672.6,10.9,9037500,0.32,,0.54,6.8,,0401872000,2014 2015 2016,14937180,242.7231069,101.6,0.581416,141.123107,Other,,,
180 North Beacon Street,Yes,Other,180 North Beacon Street,02135,32955,3.3,100,,Multifamily Housing,1970,10.7,0.3,110092,1,,,,,Not Available,2016,345687.624,10.48968666,101.6,0,-91.110313,Multifamily Housing,,,
1809650030,Yes,Residential,Meadow Road,02136,450919,Not Available,Not Available,,Non-Refrigerated Warehouse,1950,Not Available,Not Available,Not Available,,,,3.7,,Not Available,2016,#VALUE!,#VALUE!,,0,-91.110313,Non-Refrigerated Warehouse,,,
183 Forest Hills St,Yes,Residential,183 Forest Hills St,02130,66828,22.7,100,,Multifamily Housing,1900,126.6,1.9,1514262,0.7,0.3,,20.3,,1102906000,2015 2016,3805340.406,56.94230571,101.6,0,-44.657694,Multifamily Housing,,,
184 High Street,Yes,Office,184 High Street,0210,50335,101.8,57,,Office,1903,524.1,10.4,5121592,0.44,0.56,,30.3,,Not Available,2014 2015 2016,10087487.6,200.407025,101.6,0.493032,98.807025,Office,,,
185 Devonshire Commercial Condo,Yes,Office,185 Devonshire Street,02110,77211,69.1,84,,Office,1920,441.2,5.7,5337348,0.54,,0.46,14.3,,0304665000,2014 2015 2016,11996223.36,155.3693562,101.6,0.346074,53.769356,Office,,,
186 Lincoln Street,Yes,Office,186 Lincoln Street,02111,68350,50.6,Not Available,,Office,1899,292.6,4.3,3458108,0.57,0.12,,5.3,,030534010,2014 2015 2016,6625043.306,96.92821224,101.6,0,-4.671788,Office,,,
19 Hampden,Yes,Other,19 Hampden St,02119,35470,67.3,Not Available,,Manufacturing/Industrial,1997,155.5,4.4,2388150,0.27,0.73,,4.2,,0802130000,2016,3855190.545,108.6887664,101.6,0.065221,7.088766,Manufacturing/Industrial Plant,,,
1960-1980 Commonwealth Ave.,Yes,Residential,196019701980 Commonwealth Ave.,02135,141204,95.8,48,,Multifamily Housing,1937,781.7,5.5,13527798,0.11,0.89,,30.2,,02469-000,2015 2016,17314228.66,122.6185424,,0,7.088766,Multifamily Housing,,,
198 Geneva Avenue,Yes,Office,198 Geneva Avenue,02121,60000,92.8,71,,Office,1968,390.2,6.5,5570991,0.39,0.61,,14.5,,1400038000,2014 2015 2016,10390455.31,173.1742552,101.6,0.413308,71.574255,Office,,,
2 - 12 Dudley T,Yes,Residential,2 Dudley Ter.,02125,14861,70.1,Not Available,,Multifamily Housing,1900,61.6,4.1,1041937,0.14,0.86,,45.5,,0703926000,2015 2016,1398904.616,94.1326032,101.6,0,-7.467397,Multifamily Housing,,,
2 Alger Street Realty Trust,Yes,Warehouse and Storage,2 Alger Street,02127,42800,27.1,58,,Distribution Center,1967,112.2,2.6,1159701,1,,,0.6,,Not Available,2016,3641461.14,85.08086776,101.6,0,-16.519132,Distribution Center,,,
2 Atlantic,Yes,Office,2 Atlantic Avenue,02110,68035,147.4,28,,Office Parking,1998,769.9,7.8,10026138,0.54,0.46,,21,,0303030010,2014 2015 2016,21842944.25,321.0545197,101.6,0.683543,219.45452,Office,,,
2 Cummington Street (23-25 Blandford Street),Yes,Office,2 Cummington Street (23-25 Blandford Street),02215,61754,154.7,Not Available,,Laboratory,1905,717,11.6,9552723,0.5,0.5,,30.2,,2100295000,2014 2015 2016,20012955.31,324.0754496,101.6,0.686493,222.47545,Laboratory,,,
2 Morrissey Boulevard,Yes,Office,2 Morrissey Boulevard,02125,425737,124.9,Not Available,,Financial Office,1959,4388.3,10.3,53167151,0.67,0.33,,20.8,,1303405000  1303404000  1303403000,2016,130275470.1,305.9998781,101.6,0.949603,1914.4,Financial Office,,,
2 Oliver St.,Yes,Office,2 Oliver St.,02110,233763,50.1,86,,Office,1900,1133.3,4.8,11713910,1,,,13.2,,0304026000,2014 2015 2016,36781677.4,157.3460188,101.6,0.354289,55.746019,Office,,,
2 Park Plaza,Yes,Mercentile,2 Park Plaza,02116,117000,8.7,100,,Office Retail Store,1800,98.3,0.8,1016032,1,,,,,Not Available,2016,3190340.48,27.26786735,111.2,0,-83.932133,Retail Store,,,
20 City Hall Ave,Municipal,Office,20 City Hall Ave,02108,9680,93.6,53,,Office,2000,67.7,7,906454,0.27,,0.73,,,Not Available,2016,1562546.095,161.4200511,101.6,0.370586,59.820051,Office,,,
20 Custom House,Yes,Office,20 Custom House,02110,96032,162,17,,Office,1984,1505.3,15.7,15559410,1,,,25.8,,0303998000,2014 2015 2016,48856547.4,508.7527845,101.6,0.800296,407.152785,Office,,,
20 Somerset Building,Yes,Education,20 Somerset Street,02108,103599,46.7,Not Available,,College/University,2015,468,4.5,4837829,1,,,5,,Not Available,2016,15190783.06,146.6305955,48.8,0.667191,97.830595,College/University,,,
20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,Yes,Office,20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,02110,118000,77.5,Not Available,,Office,1873,740.1,6.3,9140792,0.48,,0.52,7.8,,0304615000 0304617000  0304616000 ,2014 2015 2016,19480855.91,165.0919992,101.6,0.384586,63.491999,Office,,,
200 Clarendon St.,Yes,Office,200 Clarendon Street,02116,2254777,95.7,75,,Data Center Office Parking,1976,17824.5,7.9,215787141,0.53,,0.47,12.7,,0401134000,2014 2015 2016,480816907.6,213.2436634,101.6,0.52355,111.643663,Office,,,
200 Newbury Street,Yes,Mercentile,200 Newbury Street,02116,48000,54.2,34,,Office Parking Retail Store,1995,251.6,5.2,2600149,1,,,14.3,,0503201000,2016,8164468.174,170.093087,111.2,0.34624,58.893087,Retail Store,,,
200 portlands st,Yes,Office,200 portland st,02114,98000,13.2,100,,Office Restaurant,1900,125.1,1.3,1293320,1,,,16.4,,Not Available,2014 2016,4061023.544,41.43901576,101.6,0,-60.160984,Office,,,
200 State Street,Yes,Office,200 State Street,02109,352323,51,83,,Office Parking,1986,1738.9,4.9,17974447,1,,,15.5,,0303790002,2014 2016,56439763.58,160.1932419,101.6,0.365766,58.593242,Office,,,
201-207 South Street,Yes,Office,201-207 South Street,02111,62487,110.7,64,,Office,1909,464.8,7.4,6919893,0.32,0.68,,16.2,,05348-000,2014 2015 2016,11893912.09,190.3421846,101.6,0.466224,88.742185,Office,,,
20-28 Cummington Street (24 Cummington St),Yes,Office,20-28 Cummington Street (24 Cummington St),02215,188575,365.5,Not Available,,Laboratory,1983,5203.5,27.6,68923322,0.51,0.49,,47.4,,2100288000,2014 2015 2016,145834857,773.3520192,101.6,0.868624,671.752019,Laboratory,,,
205 Portland Street,Yes,Other,205 Portland Street,02114,47500,29.1,Not Available,,Other,1900,116.1,2.4,1381857,0.71,0.29,,13.1,,0301651000,2015 2016,3501487.452,73.71552531,101.6,0,-27.884475,Other,,,
21 Custom House,Yes,Office,21 Custom House Street,02210,105197,84.6,61,,Office Parking,1984,861,8.2,8899905,1,,,13.1,,0303988000,2014 2015 2016,27945701.7,265.6511279,101.6,0.617544,164.051128,Office,,,
211 Congress Street,Yes,Office,211 Congress Street,02110,78101,75.9,80,,Office,1922,438.7,5.6,5930621,0.48,0.52,,13.9,,Not Available,2014 2015 2016,12176751.04,155.9103089,101.6,0.348343,54.310309,Office,,,
213-217 Bay State Road,Yes,Public Assembly,213-217 Bay State Road,02215,130204,29.7,Not Available,,Worship Facility,2003,276.4,2.1,3865962,0.42,0.58,,4.5,,Not Available,2014 2015 2016,7452802.315,57.23942671,25.4,0.55625,31.839427,Worship Facility,,,
216 Tremont,Yes,Education,216 Tremont Street,02116,45388,104,Not Available,,College/University,1926,373.8,8.2,4721068,0.42,,0.58,11.9,,Not Available,2016,9512007.806,209.5709837,195.2,0.068573,14.370984,College/University,,,
22 Elkins,Yes,Office,22 Elkins Street,02127,26215,138.9,52,,Office,1900,218.8,8.3,3642110,0.16,0.84,,2.7,,0603405060,2014 2015 2016,5042137.084,192.3378632,101.6,0.471763,90.737863,Office,,,
22 Hammond Street,Yes,Residential,22 Hammond Street,02120,114190,84.1,100,,Multifamily Housing,1900,509.8,4.5,9598586,,1,,46.9,,0901850000,2015 2016,10078515.3,88.2609274,101.6,0,-13.339073,Multifamily Housing,,,
22-24 Buswell Street,Yes,Residential,22-24 Buswell Street,02215,35036,66.6,87,,Multifamily Housing,1914,139.3,4,2331809,0.15,0.85,,38.7,,Not Available,2014 2015 2016,3179420.89,90.74725681,101.6,0,-10.852743,Multifamily Housing,,,
225 Centre LLC,Yes,Residential,225 Centre St,02119,105949,59.7,96,,Multifamily Housing Parking Retail Store,2013,399.1,3.8,6320943,0.23,0.77,,5.7,,1100896020,2015 2016,9675466.685,91.3219255,25.4,0.721863,65.921926,Multifamily Housing,,,
225 Franklin Street,Yes,Office,225 Franklin Street,02110,1085514,100.8,79,,Office Parking,1966,8803.6,8.1,109416038,0.46,,0.54,14.7,,0304134000,2014 2015 2016,228942117.9,210.9066469,101.6,0.51827,109.306647,Office,,,
226 Causeway Primary Condo Trust,Yes,Office,226 Causeway St,02114,366637,78.8,54,,Multifamily Housing Office Parking,1907,2494.2,6.8,28904629,0.76,0.24,,22.4,,0303061020,2015 2016,76261971.83,208.0040253,101.6,0.511548,106.404025,Mixed Use Property,,,
233 Bay State Road,Yes,Unknown,233 Bay State Road,02215,Not Available,Not Available,Not Available,,,1968,Not Available,Not Available,Not Available,,,,,,Not Available,2015 2016,#VALUE!,#VALUE!,,0,31229.57732,Not Available,,,
239 Causeway Street,Yes,Office,239 Causeway Street,02114,63750,28.1,Not Available,,Office,1917,136.8,2.1,1794380,0.53,0.47,,0.1,,01517000,2015 2016,3871733.726,60.73307805,101.6,0,-40.866922,Office,,,
24 Federal Street,Yes,Office,24 Federal Street,02110,74406,97.9,50,,Office,1921,563.7,7.6,7285844,0.56,0.44,,8.2,,Not Available,2015 2016,16177488.02,217.4218211,101.6,0.532706,115.821821,Office,,,
241 St. Botolph,Yes,Education,241 St. Botolph Street,02115,60000,82.9,Not Available,,College/University,1905,329,5.5,4972971,0.3,0.7,,9.4,,Not Available,2016,8339671.696,138.9945283,195.2,0,-56.205472,College/University,,,
25 Buick Street,Yes,Office,25 Buick Street,02215,96215,208.1,14,,Office Parking,1928,1381.5,14.4,20026392,0.36,0.64,,22.6,,2100400000,2014 2015 2016,36095568.58,375.1553145,101.6,0.729179,273.555314,Office,,,
25 Channel Center Condominium Trust,Yes,Residential,25 Channel Center,02210,60000,78,32,,Multifamily Housing,2004,337.7,5.6,4681505,0.44,0.56,,46.2,,0602751100,2016,9220692.248,153.6782041,25.4,0.83472,128.278204,Multifamily Housing,,,
25 New Chardon Street,Yes,Office,25 New Chardon Street,02114,111338,92,74,,Office Parking,1967,737.8,6.6,10242317,0.43,0.57,,1454.6,,0302622000,2014 2015 2016,19959203.14,179.2667655,101.6,0.433247,77.666765,Office,,,
25 Park Drive,Yes,Residential,25 Park Drive,02215,26150,5.5,100,,Multifamily Housing,1960,13.9,0.5,143952,1,,,,,Not Available,2016,452010.222,17.28528574,101.6,0,-84.314714,Multifamily Housing,,,
25 School Street Inc,Yes,Residential,2053R Columbus Ave,02119,51897,102.1,Not Available,,Other - Lodging/Residential,2007,346.2,6.7,5300433,0.28,0.72,,32.1,,1101588600,2015 2016,8667268.042,167.0090379,32.6,0.804801,134.409038,Other - Lodging/Residential,,,
250 Cambridge,Yes,Residential,250 Cambridge St.,02114,86006,77.1,21,,Multifamily Housing,1978,456.2,5.3,6627167,0.36,0.64,,48.2,,0502186000,2015 2016,11944804.9,138.8833907,101.6,0.268451,37.283391,Multifamily Housing,,,
250 summer st,Yes,Office,250 summer st,02210,100096,62,75,,Office,1903,581.5,5.8,6208666,0.93,0.07,,13.1,,0602701002 0602701001,2014 2015 2016,18586883.4,185.6905711,101.6,0.452853,84.090571,Office,,,
251 Causeway - Ste# 700490,Yes,Office, 251 Causeway Street,02114,150097,64,73,,Medical Office Office,1909,914,6.1,9600384,0.96,0.03,,12.5,,0301510000,2014 2015 2016,29241809.63,194.8194143,101.6,0.478491,93.219414,Office,,,
253 Summer/27 Melcher,Yes,Office,253 summer st,02210,216012,64.3,87,,Office,1902,1148.5,5.3,13896516,0.68,0.32,,10.2,,0601163005 0601163015 0601163025 0601164005,2014 2015 2016,34341070.34,158.9776047,101.6,0.360916,57.377605,Office,,,
255 State Street Building,Yes,Office,255 State Street,02109,202022,Not Available,Not Available,,Office,1918,Not Available,Not Available,Not Available,,,,26.8,,Not Available,2015 2016,#VALUE!,#VALUE!,,0,57.377605,Office,,,
25833-Brighton/Lincoln ST,Yes,Warehouse and Storage,156 Lincoln St,02135,113000,9,99,,Non-Refrigerated Warehouse,2008,80.1,0.7,1020521,0.58,0.42,,2.7,,2200972000,2014 2015 2016,2308622.606,20.43028855,25.4,0,-4.969711,Non-Refrigerated Warehouse,,,
26 Irwin Av,Yes,Residential,26 Irwin Av,02119,4032,200.3,Not Available,,Multifamily Housing,1889,45.7,11.3,807716,0.08,0.92,,33.9,,1200403000,2015 2016,983151.9152,243.8372806,101.6,0.583329,142.237281,Multifamily Housing,,,
26 West,Yes,Office,26 West Street,02111,50670,34.5,92,,Office Personal Services,1910,169.2,3.3,1749346,1,,,22.4,,0304840000,2014 2015 2016,5492946.44,108.4062846,101.6,0.062785,6.806285,Office,,,
260 Franklin Street,Yes,Office,260 Franklin Street,02110,372562,64.4,82,,Office Parking,1984,2320,6.2,23980133,1,,,14.1,,0304023000,2014 2015 2016,75297617.62,202.107616,101.6,0.497298,100.507616,Office,,,
260-266 Huntington Avenue,Yes,Public Assembly,260-266 Huntington Avenue,02215,50266,91.7,Not Available,,Performing Arts,1924,326.7,6.5,4607028,0.41,0.59,,14.5,,Not Available,2014 2015 2016,8785142.456,174.7730565,101.6,0.418675,73.173056,Performing Arts,,,
264-270 Bay State Road,Yes,Office,264-270 Bay State Road,02215,65016,348,6,,Office,1913,1264.2,19.4,22622633,0.06,0.94,,40.7,,Not Available,2014 2015 2016,26590643.06,408.9861428,101.6,0.751581,307.386143,Office,,,
264-270 Comm Ave,Yes,Education,262-270 Comm Ave,02215,60170,86.5,Not Available,,College/University,1900,105.2,1.7,5206474,0.21,,,30.5,,Not Available,2016,3433148.956,57.05748638,195.2,0,-138.142514,College/University,,,
265 Franklin Street,Yes,Office,265 Franklin Street,02110,364493,63,84,,Office Parking,1984,2155.6,5.9,22976964,0.9,,0.1,11.7,,Not Available,2014 2015 2016,67690135.94,185.7103866,101.6,0.452912,84.110387,Office,,,
26570 - Boston Commons 19,Yes,Public Assembly,175 Tremont Street,02111,113000,94.5,Not Available,,Movie Theater,1990,1032.6,9.1,10672975,1,,,,,0304870408,2015 2016,33513141.5,296.5764735,101.6,0.657424,194.976474,Movie Theater,,,
266 Summer Street,Yes,Office,266 Summer Street,02210,55906,33.5,96,,Office Other,1899,163.2,2.9,1873661,0.78,0.22,,10.7,,0602701000,2014 2015 2016,5021786.212,89.82553236,101.6,0,-11.774468,Office,,,
268 Summer Street,Yes,Office,268 Summer Street,02210,69916,60.4,63,,Office,1898,408.3,5.8,4220849,1,,,11.2,,0602700000,2014 2015 2016,13253465.86,189.5627018,101.6,0.46403,87.962702,Office,,,
27 School Street,Yes,Office,27 School Street,02110,56742,55.3,84,,Office,1903,281.5,5,3136014,0.77,,0.23,35.1,,0302864000,2014 2015 2016,8447794.513,148.8808028,101.6,0.317575,47.280803,Office,,,
27 State Street,Yes,Office,25-27 State St,02109,28821,30,100,,Office,1974,45.9,1.6,864200,,1,,,,Not Available,2015 2016,907410,31.48433434,101.6,0,-70.115666,Office,,,
27016-Mattapan(Hydepk)/River St,Yes,Warehouse and Storage,800 River Street,02126,50700,21.6,90,,Non-Refrigerated Warehouse,2000,74.1,1.5,1094581,0.34,0.66,,0.5,,1804365000,2014 2015 2016,1927119.309,38.01024277,101.6,0,-63.589757,Non-Refrigerated Warehouse,,,
273-277 Babcock Street,Yes,Residential,273-277 Babcock Street,02215,451494,75.6,50,,Residence Hall/Dormitory,1963,2556.7,5.7,34127292,0.5,0.5,,36.3,,2100402000,2014 2015 2016,71496675.69,158.3557604,101.6,0.358407,56.75576,Residence Hall/Dormitory,,,
274 Summer Street,Yes,Office,274 Summer St,02210,74046,67.6,68,,Office Restaurant,1899,477.4,6.4,5003413,0.97,0.03,,11.4,,0602699000,2014 2015 2016,15397002.82,207.9383468,101.6,0.511394,106.338347,Office,,,
278-286 Babcock Street,Yes,Warehouse and Storage,278-286 Babcock Street,02215,67992,13.1,Not Available,,Parking,1991,86.1,1.3,889955,1,,,28.4,,Not Available,2014 2015 2016,2794459.328,41.09982539,101.6,0,-60.500175,Parking,,,
28 Damrell,Yes,Office,28 Damrell Street,02127,86372,52.7,90,,Manufacturing/Industrial Office Parking Restaurant,1848,329.6,3.8,4547956,0.44,0.56,,5,,0700254000,2015 2016,8957654.138,103.7101623,101.6,0.020347,2.110162,Office,,,
28 State Street,Yes,Office,28 State Street,02109,572153,76.1,70,,Financial Office Office Parking,1968,4213.2,7.4,43549323,1,,,10.5,,0303694000,2015 2016,136744874.2,239.000537,101.6,0.574896,137.400537,Office,,,
